2026-02-02 00:42:43 | INFO | auth | User login success user_id=8340 (env=prod, region=ap-southeast-1, ip=40.119.238.105, request_id=js87cu3ugerwglrp, trace_id=olejd3pfvzlmo4vr9j7l6xpy, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:47:37 | INFO | auth | Cache miss key=cart:4464 (env=dev, region=me-south-1, ip=189.150.170.3, request_id=f56hxgle87i6u0rv, trace_id=1hrsgbx14zddl18fmkkwqhmx, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 00:47:50 | WARN | auth | Slow response detected (2365ms) endpoint=/token/refresh (env=prod, region=us-east-1, ip=61.159.17.198, request_id=vqgahzycducy654c, trace_id=zdb0zlv4thxogugvsxzrwsfa, ua="curl/8.4.0")
2026-02-02 00:47:54 | INFO | auth | Token refreshed user_id=9922 (env=prod, region=eu-west-1, ip=97.13.25.186, request_id=3w6pyqxgui6zmh7b, trace_id=llp4s3udsdrhzmgy60xww5ym, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-02 00:48:00 | INFO | auth | File uploaded id=file_2qdusvjm0o bytes=8795677 (env=prod, region=us-east-1, ip=89.193.234.210, request_id=masb43pbcufbnrmj, trace_id=mqvw9870hok5uixpt70rtmjd, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:48:44 | WARN | auth | Temporary network jitter detected rtt_ms=865 (env=prod, region=me-south-1, ip=25.125.114.220, request_id=96x2t9iarhh6s1k3, trace_id=7c52dnah9ts769kigsdzkbuj, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 00:48:45 | INFO | auth | File uploaded id=file_3teurcbcg9 bytes=2837437 (env=prod, region=ap-southeast-1, ip=137.192.207.208, request_id=ps0ydr79ww2xx9u0, trace_id=8r4475mjgfymkeu6gfhtmh21, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:48:46 | INFO | auth | Metrics pushed cpu=79% mem=38% (env=prod, region=us-east-1, ip=157.105.240.125, request_id=0weaksdbc8fv76v4, trace_id=39rherxfofmewwhask40tss2, ua="PostmanRuntime/7.36.0")
2026-02-02 00:49:01 | INFO | auth | User login success user_id=7910 (env=staging, region=ap-southeast-1, ip=191.233.88.242, request_id=fjwni7ebn58dxtjt, trace_id=86pnrrdf6pz623h2uaotojq1, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-02 00:49:02 | WARN | auth | Payment provider latency high (2314ms) (env=dev, region=us-east-1, ip=224.192.185.147, request_id=qrfd28lkfg5y2312, trace_id=s1v5bv4pmctqz9iim75kycu9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 00:49:09 | INFO | auth | Cache hit key=user:4836 ttl_s=831 (env=prod, region=ap-southeast-1, ip=138.17.32.16, request_id=lm028jutho3mg43a, trace_id=2g2lf9gh6nibb9lp2ntymoru, ua="curl/8.4.0")
2026-02-02 00:49:20 | INFO | auth | Token refreshed user_id=3341 (env=prod, region=eu-west-1, ip=164.41.181.52, request_id=upwsb7gaiunp1e28, trace_id=uzz5yxypyy4rkjr7zuejwnb1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:49:52 | INFO | auth | Job completed successfully: job=daily-report duration_ms=1785 (env=staging, region=ap-southeast-1, ip=30.2.194.84, request_id=hj44exeu5i5le1s5, trace_id=seobm95unm89tuvgeic6631h, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 00:49:59 | INFO | auth | Job completed successfully: job=invoice-run duration_ms=1768 (env=prod, region=ap-southeast-1, ip=110.236.216.86, request_id=mvohfn7hrfho8on5, trace_id=twa8c1tpx3aj36iy55qg1tzp, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:50:19 | INFO | auth | File uploaded id=file_rrv9punmgx bytes=8130120 (env=dev, region=us-east-1, ip=38.247.123.192, request_id=s4wrbxhs00z7o08i, trace_id=b02323j9473lmyvt1k460rg4, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 00:50:20 | INFO | auth | Cache hit key=cart:3958 ttl_s=859 (env=dev, region=us-east-1, ip=204.106.151.201, request_id=vkdlq59tgwfp9zzl, trace_id=orj7ydh4jbapv3gadvg4hg72, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 00:50:41 | INFO | auth | PATCH /orders/9561 500 (2776ms) (env=dev, region=ap-southeast-1, ip=47.125.178.243, request_id=wq0t7zbzasduqrom, trace_id=c9n5ctxi0y3ferxq97kpyk00, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 00:51:00 | INFO | auth | File uploaded id=file_vmsupud4rt bytes=5953543 (env=dev, region=ap-southeast-1, ip=183.131.250.40, request_id=ttpnlbldokz839t8, trace_id=vbikkl616h9h17l590m8yzs6, ua="curl/8.4.0")
2026-02-02 00:51:02 | INFO | auth | File uploaded id=file_lvbcoa1u65 bytes=1130415 (env=prod, region=us-east-1, ip=167.145.222.97, request_id=0cy5mpydp4uoe7yw, trace_id=aur42m6ayao9fpo0jd9w0lwg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-02 00:51:06 | WARN | auth | Payment provider latency high (889ms) (env=prod, region=us-east-1, ip=75.109.128.53, request_id=ayd27ae4973kfa5s, trace_id=8wfjueqt5f9tces1o1s0gu7m, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-02 00:51:18 | INFO | auth | Metrics pushed cpu=12% mem=70% (env=prod, region=us-east-1, ip=7.35.20.136, request_id=gywsfamnljg755ao, trace_id=vcsvfe3j6wyssaenl4xhxddm, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-02 00:51:30 | INFO | auth | User login success user_id=8689 (env=prod, region=ap-southeast-1, ip=211.158.81.141, request_id=2soo2m8uznzhob34, trace_id=776wsbqp54izmds1z00htlra, ua="PostmanRuntime/7.36.0")
2026-02-02 00:51:31 | WARN | auth | High memory usage warning mem=78% (env=prod, region=eu-west-1, ip=221.84.247.61, request_id=7df1in0osk0rpa3j, trace_id=611yufzknz7zm70orv9k8zsv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 00:51:34 | INFO | auth | Metrics pushed cpu=54% mem=89% (env=prod, region=us-east-1, ip=175.216.63.219, request_id=meyg22m2wiravuik, trace_id=ubmjzve6haxlydepwyiimdt2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:51:44 | WARN | auth | Temporary network jitter detected rtt_ms=350 (env=prod, region=ap-southeast-1, ip=208.9.52.78, request_id=7klak2lx8kmj9fba, trace_id=kz6z5ylt1ipxjqzthf68q0y9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 00:52:17 | WARN | auth | High memory usage warning mem=77% (env=prod, region=ap-southeast-1, ip=150.53.91.124, request_id=5y9w1uwxwcg0j476, trace_id=6b01xg89ui6ii3pk9u36cqon, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 00:52:36 | INFO | auth | Token refreshed user_id=6318 (env=prod, region=ap-southeast-1, ip=207.155.217.119, request_id=z69v0yu7m6059nju, trace_id=gzz7ssfrwfodeehsketad09l, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 00:52:42 | WARN | auth | Slow response detected (3421ms) endpoint=/health (env=prod, region=ap-southeast-1, ip=141.19.33.43, request_id=wuqj13qumxd0zugm, trace_id=empx1x05imaethngkv5duow1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 00:53:16 | INFO | auth | Batch processed records=1831 duration_ms=2712 (env=staging, region=ap-southeast-1, ip=113.119.200.142, request_id=0iz26g0miauoe3n5, trace_id=30vg9deued4e1k5y5grdg3v5, ua="curl/8.4.0")
2026-02-02 00:53:23 | INFO | auth | File uploaded id=file_v410i6nlne bytes=3118811 (env=staging, region=us-east-1, ip=205.214.212.62, request_id=e3mz6g7v22otmav0, trace_id=qhh8t5xzlk1wd75qwdjrxeou, ua="PostmanRuntime/7.36.0")
2026-02-02 00:53:53 | ERROR | auth | Worker crashed: out of memory rss_mb=5379 (env=prod, region=ap-southeast-1, ip=17.16.108.169, request_id=67y3un90od0e05oo, trace_id=yq26q017ykuoudpbsdlrhihn, ua="PostmanRuntime/7.36.0")
2026-02-02 00:53:59 | INFO | auth | Token refreshed user_id=9228 (env=prod, region=eu-west-1, ip=248.24.158.203, request_id=gc9rqqpixjjagfdc, trace_id=7hm2rajypg8lwnzswwjn4k85, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:54:36 | WARN | auth | Elevated error rate observed window_s=120 rate=14.8% (env=prod, region=ap-southeast-1, ip=55.59.236.14, request_id=83i8txvvj28ixb60, trace_id=swglfqts8wqld5j2l7aeuamd, ua="PostmanRuntime/7.36.0")
2026-02-02 00:54:51 | INFO | auth | PATCH /health 502 (2436ms) (env=prod, region=ap-southeast-1, ip=208.99.187.55, request_id=mtkaan0r5izh9kjy, trace_id=q8sr85czsx9amtq4j001fh93, ua="curl/8.4.0")
2026-02-02 00:54:52 | WARN | auth | Retrying request to upstream service attempt=5 (env=prod, region=me-south-1, ip=106.16.216.13, request_id=f8afdykuxi37lg7r, trace_id=s7o0s7t6fwek5iod79xb3mui, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:55:21 | ERROR | auth | DB timeout while fetching user profile user_id=7689 (env=dev, region=eu-west-1, ip=226.2.248.186, request_id=vofv7nnchhvl0crz, trace_id=ov6buwjg6sglpfm985a1eybo, ua="PostmanRuntime/7.36.0")
2026-02-02 00:55:29 | INFO | auth | Token refreshed user_id=4623 (env=prod, region=me-south-1, ip=90.141.168.55, request_id=xuaaredr6larujjm, trace_id=72hwteogo2z9tboc38tv7754, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-02 00:55:30 | INFO | auth | User login success user_id=2705 (env=prod, region=ap-southeast-1, ip=198.90.174.221, request_id=cs0fvvt87r45ei9w, trace_id=5kkyxaijt5y3itzsgh2bvexs, ua="PostmanRuntime/7.36.0")
2026-02-02 00:55:54 | INFO | auth | Token refreshed user_id=5984 (env=staging, region=us-east-1, ip=28.194.129.114, request_id=zj7efgoksx3kzto7, trace_id=cn3e56saufaqhfozcjbvxwtx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:56:00 | WARN | auth | Elevated error rate observed window_s=60 rate=4.6% (env=staging, region=me-south-1, ip=120.235.116.175, request_id=j7srfw5q7nenq5z6, trace_id=bgdmx706840djh2m68rifs9r, ua="PostmanRuntime/7.36.0")
2026-02-02 00:57:37 | INFO | auth | User logout success user_id=3396 (env=dev, region=me-south-1, ip=195.220.194.179, request_id=xrz5zhfkywomltn2, trace_id=kazf3gux2c4o8iezqhyrylyc, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 00:57:58 | WARN | auth | Elevated error rate observed window_s=300 rate=5.5% (env=dev, region=us-east-1, ip=1.56.84.113, request_id=p97qh4tj0hdq0bu6, trace_id=5jr6jmvgpp1u5jqrw6wgvgpa, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 00:58:24 | WARN | auth | Circuit breaker half-open dependency=redis (env=staging, region=me-south-1, ip=156.171.17.189, request_id=mlh0hizpqconnsx6, trace_id=0kh3x6974gc7z8psq9p8mw52, ua="PostmanRuntime/7.36.0")
2026-02-02 00:58:53 | WARN | auth | High memory usage warning mem=75% (env=prod, region=me-south-1, ip=5.51.13.167, request_id=2fgig851fbqpltde, trace_id=fju9oeoz69jox7a7zvk6hhf4, ua="curl/8.4.0")
2026-02-02 01:00:08 | WARN | auth | Circuit breaker half-open dependency=redis (env=prod, region=me-south-1, ip=62.29.202.112, request_id=9y5udcrvn0rw5j1s, trace_id=uj3w6fsxq7pks8xs7gfratgb, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:00:21 | INFO | auth | Job completed successfully: job=rebuild-index duration_ms=3476 (env=staging, region=us-east-1, ip=7.63.200.155, request_id=d45e1a4bsp7530gi, trace_id=jbvdfxyf63rrus5ws92uotfw, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-02 01:00:24 | WARN | auth | Disk usage above 80% disk=86% (env=prod, region=ap-southeast-1, ip=58.212.89.144, request_id=nfknchwl2mb0nemz, trace_id=z9063ix8wwn2isxpf3v0itsm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:01:08 | INFO | auth | DELETE /admin/config 429 (1994ms) (env=prod, region=eu-west-1, ip=122.186.251.46, request_id=yh16uc77tzjqmx5v, trace_id=7r3indj02cnjz3k7rwu1bffg, ua="PostmanRuntime/7.36.0")
2026-02-02 01:03:19 | INFO | auth | Config loaded version=1.20.39 (env=prod, region=eu-west-1, ip=63.196.201.17, request_id=fmb34fk2ukwkdzps, trace_id=lamd4e0e499egfzingtdw6h1, ua="PostmanRuntime/7.36.0")
2026-02-02 01:03:20 | INFO | auth | Token refreshed user_id=2727 (env=prod, region=ap-southeast-1, ip=102.74.27.16, request_id=1g5b6atfasedgy8y, trace_id=9ie9sdygp1qu4hduw625t0ng, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:03:59 | WARN | auth | Retrying request to upstream service attempt=4 (env=dev, region=eu-west-1, ip=136.9.40.51, request_id=x1odvyl549lp2v59, trace_id=jox8xs0tzqoicrbo61yqqmrd, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:04:01 | WARN | auth | Elevated error rate observed window_s=30 rate=6.7% (env=staging, region=eu-west-1, ip=219.100.99.87, request_id=ppotvdt41zz1nu2g, trace_id=6rd2vt2dgk6g8cq7xwyil9hj, ua="PostmanRuntime/7.36.0")
2026-02-02 01:04:15 | INFO | auth | User login success user_id=7719 (env=staging, region=me-south-1, ip=186.107.16.98, request_id=t0117zlit2xpremt, trace_id=cfxb9l4mqx2512wak5zqggdt, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:04:27 | INFO | auth | File uploaded id=file_z5pax1z8eg bytes=1618023 (env=prod, region=eu-west-1, ip=18.55.218.6, request_id=f4jbfu8xukvsynva, trace_id=bnpn6m2rnhdggdu850el0uu8, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:04:30 | INFO | auth | Config loaded version=3.2.49 (env=prod, region=ap-southeast-1, ip=242.175.175.161, request_id=94i2a11ridzltotb, trace_id=px57iu2fb16v5bjljtf3e0hx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:04:52 | INFO | auth | Cache hit key=rate:29.222.134.120 ttl_s=1128 (env=dev, region=eu-west-1, ip=29.222.134.120, request_id=ixuh34pxh34pstox, trace_id=ul17hdpskpgc3qfftlqs76cb, ua="curl/8.4.0")
2026-02-02 01:05:02 | INFO | auth | Metrics pushed cpu=44% mem=40% (env=staging, region=us-east-1, ip=27.55.181.142, request_id=vqrsif3tfe444p3q, trace_id=de6t9idazb8o9vbflz3dj6d5, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 01:05:14 | INFO | auth | DELETE /login 204 (2503ms) (env=prod, region=eu-west-1, ip=60.53.188.186, request_id=9yzxwaf2gj8pp5hc, trace_id=4d35kyjury82fwvwt851cyuj, ua="curl/8.4.0")
2026-02-02 01:07:50 | INFO | auth | Cache hit key=user:5834 ttl_s=1725 (env=dev, region=eu-west-1, ip=252.100.50.213, request_id=8k05d62dr4vudizc, trace_id=fcttw9i7jjk1hw9voqd9trqo, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-02 01:08:04 | INFO | auth | User login success user_id=8758 (env=dev, region=us-east-1, ip=136.116.135.33, request_id=icrabuy1buge8awq, trace_id=lej2imbyhgts8ks6g471eb4l, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:08:11 | INFO | auth | PUT /token/refresh 429 (3289ms) (env=staging, region=ap-southeast-1, ip=167.60.109.187, request_id=gf1i5tgy9xh9qx99, trace_id=vqjshz2ioaqzdb4hq7nor0mf, ua="PostmanRuntime/7.36.0")
2026-02-02 01:08:39 | INFO | auth | File uploaded id=file_c0ti649t8k bytes=1529571 (env=prod, region=us-east-1, ip=136.101.195.237, request_id=1cssqnes81ukn505, trace_id=541tt7yipycutl7l58xv0gow, ua="PostmanRuntime/7.36.0")
2026-02-02 01:08:47 | ERROR | auth | Upstream service unavailable dependency=search-index (env=prod, region=ap-southeast-1, ip=9.70.236.161, request_id=1fvz4omheed8roj0, trace_id=3zy3i8299tcsaxztuoelof0v, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:09:08 | INFO | auth | POST /users/2577 401 (956ms) (env=prod, region=us-east-1, ip=7.254.188.226, request_id=92m78b5ab06xfpfq, trace_id=1v0yzj66lngm17vwrun4dphu, ua="curl/8.4.0")
2026-02-02 01:10:24 | INFO | auth | Job completed successfully: job=invoice-run duration_ms=1126 (env=prod, region=ap-southeast-1, ip=183.131.65.251, request_id=uod5lw4s1qjd09nk, trace_id=7ppdtrsng5i5xj1f0o6cdi0d, ua="curl/8.4.0")
2026-02-02 01:10:54 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=me-south-1, ip=185.184.85.215, request_id=za66i1bqu2dpxk6g, trace_id=ibfvw85o86ahu29x6ksj9h4t, ua="PostmanRuntime/7.36.0")
2026-02-02 01:11:07 | INFO | auth | Job completed successfully: job=invoice-run duration_ms=1014 (env=dev, region=me-south-1, ip=171.65.199.238, request_id=dluqi2wmnwigx3ww, trace_id=caka49f6s3w7020229jbpx8l, ua="PostmanRuntime/7.36.0")
2026-02-02 01:11:21 | INFO | auth | Config loaded version=2.15.29 (env=prod, region=us-east-1, ip=225.96.73.91, request_id=puuz8siqnp81cz5y, trace_id=689tpl4yu2sjca3lwz4zjypt, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 01:11:36 | INFO | auth | Metrics pushed cpu=77% mem=62% (env=dev, region=us-east-1, ip=91.44.242.211, request_id=26i11zb7hfq2e1v4, trace_id=zmqkt7tgyl3um52rfexkqirm, ua="PostmanRuntime/7.36.0")
2026-02-02 01:11:55 | INFO | auth | Job completed successfully: job=invoice-run duration_ms=314 (env=prod, region=me-south-1, ip=139.162.64.203, request_id=1j191mq4ppvmmd5k, trace_id=p7otga9igncxs62yhefp5dnf, ua="PostmanRuntime/7.36.0")
2026-02-02 01:12:01 | INFO | auth | User logout success user_id=3027 (env=dev, region=ap-southeast-1, ip=128.156.78.46, request_id=7prw43lw6g40u3ff, trace_id=rde6wapd38ig81cz3gd1d62n, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 01:12:16 | INFO | auth | Cache hit key=sess:1742 ttl_s=460 (env=staging, region=me-south-1, ip=225.157.36.166, request_id=vk0c4mnfpages5x2, trace_id=isabbagt999g7jrym76x4yg7, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 01:12:27 | INFO | auth | User login success user_id=7524 (env=prod, region=me-south-1, ip=84.86.247.239, request_id=g72nmuqmimecmk0m, trace_id=kk0enwrmw7nari0be9olrlov, ua="curl/8.4.0")
2026-02-02 01:12:42 | WARN | auth | Disk usage above 80% disk=90% (env=dev, region=ap-southeast-1, ip=80.15.86.49, request_id=rp1msvtr7aomrv62, trace_id=w2lxffky40z4d6u8tatsdzz8, ua="PostmanRuntime/7.36.0")
2026-02-02 01:14:07 | INFO | auth | Token refreshed user_id=9886 (env=prod, region=ap-southeast-1, ip=160.41.204.116, request_id=prb8f3orc69q8yt0, trace_id=19926ge3wn2oz2v9zo73wppg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-02 01:14:12 | INFO | auth | User login success user_id=6743 (env=staging, region=us-east-1, ip=160.72.194.109, request_id=6fjxc5isi3t0hm54, trace_id=kx608r0w68zood166u3ecsm7, ua="PostmanRuntime/7.36.0")
2026-02-02 01:14:17 | WARN | auth | Slow response detected (753ms) endpoint=/inventory/SKU82931 (env=staging, region=eu-west-1, ip=40.137.140.152, request_id=1eh7owzj82xaybz6, trace_id=muf0errx1n62f8j646tpdjl5, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 01:14:57 | WARN | auth | High memory usage warning mem=63% (env=staging, region=us-east-1, ip=94.31.23.235, request_id=5kb5471joz91l9gt, trace_id=ykxnhcnmfc4lyc8ajxyby146, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 01:15:00 | INFO | auth | File uploaded id=file_3yna1vblqo bytes=2773396 (env=dev, region=ap-southeast-1, ip=164.212.27.172, request_id=97gzt88b7omo5fa3, trace_id=uhtbtsfg4lqzb8js3nugfox5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:15:25 | INFO | auth | User logout success user_id=1371 (env=staging, region=me-south-1, ip=79.111.238.187, request_id=g0iw1hhd1ao9qanl, trace_id=v7pp0md8o7vx8ozozb0m0m6j, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-02 01:15:48 | WARN | auth | High memory usage warning mem=72% (env=prod, region=us-east-1, ip=125.153.169.234, request_id=fyjo630v8ya8kmbw, trace_id=l2yqphzwxvxahzkivc2vmb4x, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-02 01:15:49 | INFO | auth | Metrics pushed cpu=63% mem=36% (env=staging, region=ap-southeast-1, ip=40.197.104.11, request_id=lter0afd31ra8kbp, trace_id=x8559sqyfym6fh6jz9ei0njz, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-02 01:15:57 | INFO | auth | File uploaded id=file_j42zb4gfz4 bytes=3005463 (env=dev, region=eu-west-1, ip=134.61.11.250, request_id=3ve0lmvywabe62rs, trace_id=obl3qc294hkrmkcue34fca3n, ua="curl/8.4.0")
